,group_id,id,geo_name,region_id,geo,year,private_area_size,building_type,trd_unit_price,rent_y_unit_price,rent_m_unit_price
134,04000KR11,05000KR11530,구로구,11170,05000KR11530,2017,A,APT,1466.23586563,1212.55458767,7.96745239
135,04000KR11,05000KR11530,구로구,11170,05000KR11530,2018,A,APT,1658.64099583,1252.13869976,7.96276435
136,04000KR11,05000KR11545,금천구,11180,05000KR11545,2011,A,APT,1161.75704656,645.85173529,5.09153934
137,04000KR11,05000KR11545,금천구,11180,05000KR11545,2012,A,APT,1124.22788393,700.08192517,5.52024407
138,04000KR11,05000KR11545,금천구,11180,05000KR11545,2013,A,APT,1149.09335725,758.861968,5.91754026
139,04000KR11,05000KR11545,금천구,11180,05000KR11545,2014,A,APT,1207.79148718,863.31403381,6.69866957
140,04000KR11,05000KR11545,금천구,11180,05000KR11545,2015,A,APT,1248.73485838,957.38932231,7.02996049
141,04000KR11,05000KR11545,금천구,11180,05000KR11545,2016,A,APT,1323.72511076,992.92019624,7.25742436
142,04000KR11,05000KR11545,금천구,11180,05000KR11545,2017,A,APT,1395.18081709,1095.44946063,7.05902235
143,04000KR11,05000KR11545,금천구,11180,05000KR11545,2018,A,APT,1513.4613068,1186.99170597,7.01266582
144,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2011,A,APT,1769.55287986,920.65363052,6.93377576
145,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2012,A,APT,1681.37111931,1004.67155365,7.72621697
146,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2013,A,APT,1691.37973092,1119.71918255,8.46576923
147,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2014,A,APT,1742.81070745,1233.32083899,9.05133863
148,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2015,A,APT,1831.75386152,1391.70509222,10.21910777
149,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2016,A,APT,2005.66142122,1513.60961009,10.98583515
150,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2017,A,APT,2238.53589038,1647.90967662,10.735885
151,04000KR11,05000KR11560,영등포구,11190,05000KR11560,2018,A,APT,2612.30798368,1705.95466181,10.69160233
152,04000KR11,05000KR11590,동작구,11200,05000KR11590,2011,A,APT,1714.30654549,934.66453643,7.78352651
153,04000KR11,05000KR11590,동작구,11200,05000KR11590,2012,A,APT,1731.72006197,1024.01118433,8.15893098
154,04000KR11,05000KR11590,동작구,11200,05000KR11590,2013,A,APT,1686.75573222,1112.22395729,8.79223015
155,04000KR11,05000KR11590,동작구,11200,05000KR11590,2014,A,APT,1736.53056347,1212.83497993,9.66649372
156,04000KR11,05000KR11590,동작구,11200,05000KR11590,2015,A,APT,1810.38243553,1363.56957251,10.98704933
